Link	Açıklama
3256186	Niger : le préfet de Bilma et cinq membres de sa délégation enlevés dans une attaque
3256188	Кина успешно го заврши тестирањето на својата прва ракета-носач за повеќекратна употреба
3256190	حمله اسرائیل به یک موسسه آموزشی در غزه 4 کشته به جا گذاشت
3256191	60 saniyede bugün (23 Haziran 2024)
3256192	الهلال الأحمر: إصابة طفل فلسطيني برصاص إسرائيلي شمال الضفة 
3256193	هيئة بريطانية: نداء استغاثة من سفينة جنوب شرق نشطون باليمن 
3256194	Îsraîlê li navenda bajarê Xezeyê û Refahê qada bi sedan xanî lê hene teqand
3256195	La Russie annonce 3 morts et près de 100 blessés à Sébastopol à la suite d'une attaque de missiles ukrainiens
3256196	مقتل 3 أشخاص بقصف للجيش الأوكراني على سيفاستوبول
3256197	Di betlaneya Eyda Qurbanê da 7,5 milyon kes bi rêyên hesin hatin û çûn
3256198	Isparta'da sahipsiz köpeklerin saldırdığı çocuk yaralandı
3256200	Li Diyarbekirê bi çekan şer kirin û 4 kes birîndar bûn
3256201	OMS : L’attaque contre l’unique unité de néonatologie à El Fasher au Soudan est "choquante"
3256202	U Pozorištu lutaka Mostar odigrana predstava “Legenda o rijeci Neretvi“
3256203	İsrail hapishanesindeki Filistinliler avukatlarıyla görüşmeleri halinde işkenceyle tehdit ediliyor
3256204	إقبال إسرائيلي على مولدات الكهرباء تحسبا لحرب واسعة مع حزب الله
3256205	Power outage at Manchester Airport forces authorities to cancel flights from terminals 1, 2
3256206	Израиль уничтожил сотни жилых домов в центре Газы и Рафахе
3256208	فرودگاه آنتالیا از نظر تعداد پرواز و مسافر رکورد شکست
3256209	Almanya Başbakanı Scholz, Arjantin'deki reformlarda sosyal uyumun ölçü olması gerektiğini belirtti
3256210	هيئة بريطانية: إجلاء طاقم سفينة على بعد 96 ميلا بحريا شرق اليمن 
3256211	Eskişehir'de kırsal mahalle sakinleri uçak ve helikopterle uçuş deneyimi yaşadı
3256213	4 palestinezë të vrarë në sulmin izraelit në qendrën e trajnimit të OKB-së në Gaza
3256214	تظاهرات مردم سنگال در حمایت از فلسطین
3256215	Ukrayna, Rusya'nın Belgorod bölgesindeki askeri noktaya saldırı düzenlediğini duyurdu
3256216	Нетанјаху: Доцнењето на американското оружје ќе биде решено наскоро
3256217	Palestinezët në burgun izraelit kërcënohen me tortura nëse takohen me avokatët e tyre
3256218	ООН: Израиль нанес удары по 69 процентам школ Газы
3256219	حضور ناو جنگی «تی‌سی‌جی باندیرما» ترکیه در بندر بیروت
3256220	Balıkesir'de ormanlık alandaki yangına müdahale ediliyor
3256221	Edirne'de biçerdöverin tutuşması sonucu 100 dekarlık buğday ekili alan yandı
3256222	Israël: appel à une grève générale à partir du 7 juillet pour la dissolution de la Knesset 
3256225	Social cohesion key in Argentine reforms: German chancellor
3256226	Движение «Хезболла» нанесло удар по израильским военным позициям
3256228	حمله اوکراین به مرکز فرماندهی روسیه در بلگورود 
3256232	F1 İspanya Grand Prix'sini Verstappen kazandı
3256233	Fenerbahce sutra počinje pripreme pred novu sezonu: Mourinho i Džeko ponovo zajedno na terenu
3256234	الأونروا: حرمان 39 ألف طالب بغزة من الامتحانات "أمر مروع محزن" 
3256235	أوكرانيا تستهدف موقعا عسكريا في "بيلغورود" الروسية
3256236	Un drone suicide prend pour cible une base américaine dans l'ouest de la Syrie
3256237	« La France est à droite », selon le ministre de l’Intérieur Gérald Darmanin
3256240	Israël: hausse de la demande sur les générateurs électriques en prévision d'une guerre avec le Hezbollah 
3256241	Trafikte tartıştıkları kişileri darbettikleri iddiasıyla yakalanan 2 zanlıdan 1'i tutuklandı
3256242	Netanyahu affirme que le retard américain en matière d’armement sera « bientôt » résolu 
3256243	Türkiye'deki Çin çalışmaları ve medeniyetler arası etkileşim, Pekin'de tartışıldı
3256244	AB Yüksek Temsilcisi Borrell, Orta Doğu'da gerilimin tırmanma riski konusunda uyardı
3256245	UPDATE - U napadu na Sevastopolj ubijene tri osobe, a ranjeno blizu 100 ljudi
3256246	Ukraine claims to have targeted Russian army's command post in Belgorod
3256247	A Milli Futbol Takımı'nın kaptanı Çalhanoğlu: İstediğimiz sonucu alamadık ama her şey bitmedi
3256248	Çankırı'da 557 yıllık yağmur duası geleneği sürdürüldü
3256249	EU warns of escalating violence in Mideast, humanitarian crisis in Gaza
3256250	TCG Kemalreis fırkateyni Libya açıklarında eğitime katıldı
3256251	Milli futbolcu Cenk Tosun, Vincenzo Montella'dan forma bekliyor
3256252	Denmark urges local firms not to use antivirus programs developed by Russian cybersecurity firm
3256254	La cohésion sociale est la clé des réformes en Argentine, selon l'Allemagne 
3256255	L'Ukraine cible un site militaire à Belgorod en Russie 
3256257	Far-right leads in France's 1st round of early election polls: Surveys
3256258	خلال 18 شهرا.. تركي يخسر 110 كغ من وزنه ليحتضن طفلته بسهولة
3256259	نقابة لبنانية تنفي وجود أسلحة وصواريخ في مطار بيروت 
3256260	France / Législatives : Un collectif de diplomates publie une pétition contre une victoire de l'extrême droite
3256261	فورمولا 1.. الهولندي فيرستابن يتوج بسباق جائزة إسبانيا الكبرى
3256262	بوريل: خطر نشوب صراع يشمل "حزب الله" أمر حقيقي 
3256263	لبنان: سنتقدم بدعوى ضد صحيفة تلغراف لتشويهها سمعة مطار بيروت 
3256264	إسرائيل.. الحكومة تصادق على مقترح قانون تمديد الخدمة بالجيش
3256265	"إجابة السائلين".. تدشين مبادرة سعودية لتوعية زوار المسجد الحرام
3256266	Diyarbakır ve Mardin'deki anız yangınlarında 3 kişi daha hayatını kaybetti 
3256267	تنس.. الإيطالي يانيك سينر بطلا لـ"هاله" الألمانية
3256268	فرقاطة تركية تجري تدريبات قبالة سواحل ليبيا
3256269	Kızkalesi'nde bayram tatilinde konaklama mekanları tam kapasite doluluğa ulaştı
3256270	Le Liban dément la présence d'armes et de missiles à l'aéroport de Beyrouth 
3256271	Lebanon denies weapons stockpile at Beirut's main airport
3256272	Ukrajinske snage izvele napad na komandno mjesto ruske vojske u Belgorodu
3256273	فرنسا.. اليمين المتطرف يتصدر الاستطلاعات قبل الانتخابات المبكرة
3256274	At least 15 police officers killed in attacks on synagogue, churches in Russia's Dagestan
3256277	BM yetkilisi, Gazze'de yarım milyon öğrencinin eğitimden mahrum bırakılmasının "korkunç" olduğunu söyledi 
3256278	L'UE met en garde contre une escalade du conflit au Moyen-Orient sur fond de la guerre à Gaza 
3256279	Burak Yılmaz'dan milli takım oyuncularına destek çağrısı
3256280	Макс Ферстаппен финишировал первым на Гран-при Испании
3256284	قدم.. أستون فيلا الإنجليزي يبرم أولى صفقات الموسم الجديد
3256285	Cumhurbaşkanı Yardımcısı Yılmaz, Cezayir Başbakanı Arbavi ile görüştü
3256287	Israeli government approves bill to extend retirement age for army reservists
3256289	السودان.. قتلى ونازحون وقصف مستشفى في اشتباكات بـ3 مدن (تقرير إخباري)
3256290	Фрегат ВМС Турции TCG Kemalreis принимает участие в учениях у берегов Ливии
3256291	Milli yüzücü Kuzey Tunçelli, Avrupa şampiyonu oldu
3256293	Bakan Yumaklı: Diyarbakır ve Mardin'de çiftçilerin kayıplarına yönelik tespit çalışmaları tamamlandı
3256294	В Дагестане совершены атаки на синагогу, церковь и полицейский пост
3256295	Di şewatên pirêze yên li Diyarbekir û Mêrdînê da 3 kesên din jî mirin
3256298	Ogroman porast kupovine generatora u Izraelu nakon upozorenja da "nije spreman za rat s Hezbolahom"
3256299	نائب الرئيس التركي يصل الجزائر في زيارة رسمية
3256300	Министр обороны Израиля проведет переговоры в США
3256301	550 ألف إسرائيلي غادروا البلاد خلال الشهور الـ6 الأولى للحرب 
3256302	لليوم الثاني.. مستوطنون إسرائيليون يقتحمون تجمعا فلسطينيا بالضفة
3256303	Lebanon to sue Telegraph for ‘damaging’ reputation of Beirut’s main airport
3256304	Rusya ile sözde Abhazya Cumhuriyeti sınırındaki silahlı çatışmada 1 kişi öldü
3256305	Naoružani napadači u ruskom Dagestanu napali sinagogu i crkvu, ubili policajca, ranili šest osoba
3256306	Lana Pudar evropska viceprvakinja na 200 metara delfin
3256307	مقتل 6 ضباط وقس إثر هجمات بمواقع متعددة بداغستان
3256310	مقتل شخص في اشتباك مسلح على الحدود بين روسيا وأبخازيا
3256312	Rusya’nın Dağıstan bölgesindeki silahlı saldırılarda 6 polis ve bir papaz öldü
3256313	الإمارات تساهم بـ25 مليون دولار من المساعدات للسودان وجنوب السودن
3256314	Pekin'de Türk ve Çinli sanatçılar "Mürekkep ve Rengin Birleşimi"nde buluştu
3256315	Des hommes armés attaquent une synagogue et une église au Daghestan 
3256316	قدم.. "يويفا" يعاقب مهاجم ألبانيا بالإيقاف مباراتين
3256318	UPDATE - Šest policajaca i sveštenik ubijeni u oružanim napadima u ruskoj regiji Dagestan
3256319	İzmir'de Filistin'e destek için araç konvoyu oluşturuldu
3256320	Число погибших в Дагестане в результате нападения боевиков достигло девяти, семь из них — правоохранители
3256321	Izraelska vlada odobrila zakon o produženju starosne granice za odlazak u penziju vojnim rezervistima
3256322	Dans une lettre aux Français, Macron exhorte les électeurs à « voter, en conscience et en responsabilité » 
3256323	Almanya'daki 2024 Avrupa Futbol Şampiyonası’nda "karpuz" desenli şapkayla Filistin’e destek
3256325	Eminönü-Alibeyköy Tramvay Hattı'nda bakım nedeniyle seferlere düzenleme
3256327	الأردن وألمانيا يبحثان جهود وقف "العدوان" على غزة
3256328	معهد مغربي يدعو لتطوير عملية تسوية أوضاع المهاجرين غير النظاميين
3256332	ملك الأردن يؤكد أهمية استقرار لبنان ويحذر من توسع الصراع إقليميا
3256333	السعودية: وفاة 1301 حاج 83 بالمئة منهم بلا تصريح
3256334	Israël: 550 000 Israéliens ont quitté le pays pendant les 6 premiers mois de la guerre 
3256335	Suudi Arabistan: Kutsal topraklarda hac ibadeti sırasında vefat edenlerin sayısı 1301'e ulaştı
3256337	المغرب.. مئات يتظاهرون دعما لغزة ورفضا للتطبيع مع إسرائيل
3256338	İsrail hükümeti, yedek askerlik hizmetinin uzatılmasını öngören yasa tasarısını onayladı 
3256342	Turkish vice president arrives in Algeria for high-level talks
3256343	إسرائيل.. إصابتان جراء سقوط صاروخ من جنوب لبنان على منزل بالمطلة
3256344	Israeli defense chief in Washington to meet with senior US officials
3256345	نتنياهو يعلن استعداده لتغيير الوضع الراهن على الحدود مع لبنان
3256346	Kenyan president offers talks to protesters on tax bill
3256347	Şırnak'ta şarampole devrilen otomobildeki güvenlik korucularından 1'i şehit oldu, 4'ü yaralandı
3256349	Illegal Israeli settlers attack Palestinian gathering in eastern West Bank
3256351	İsrail basınına göre, savaşın ilk 6 ayında 550 bin İsrailli ülkeyi terk etti
3256353	«Арбузные кепки» в поддержку Палестины вызвали большой интерес футбольных болельщиков
3256355	Avrupa Birliği, Gazze'ye insani yardım girişiminin neredeyse imkansız hale geldiğini vurguladı
